dataset,idx_global,clase_objetivo,is_filtrada,k,percentil_dist,percentil_densidad,percentil_entropia,criterio_pureza,modo_espacial,radio_densidad,riesgo,densidad,entropia,proporcion_min,pasa_pureza,pasa_densidad,umbral_entropia,umbral_densidad,vecinos_all,clase_vecinos_all,dist_all,vecinos_min,dist_vecinos_min,vecinos_validos_por_percentil,thr_dist_percentil,synthetics_from_this_seed,last_delta,last_neighbor_z,timestamp
heart,132,2,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[113, 58, 123, 35, 39]","[0, 0, 1, 0, 0]","[3.548800417184793, 3.6606597434388157, 3.742346587823359, 3.952699931236062, 3.9714862952277215]","[123, 213, 55, 207, 31]","[3.742346587823359, 4.275443250720641, 4.562836883118039, 4.7229022185203515, 4.742422142786688]",3,3.742346587823359,0,,,2025-09-30T15:28:47.272483
heart,137,2,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[99, 212, 23, 220, 173]","[0, 0, 0, 0, 0]","[1.339112862058984, 1.8215327424578485, 2.130179804225196, 2.86346692142661, 2.874347139519581]","[105, 21, 91, 109, 152]","[3.5768638333034173, 3.6874918980401894, 3.8495716270500306, 3.9770056417545634, 4.121723310339717]",3,2.130179804225196,0,,,2025-09-30T15:28:47.272483
heart,146,2,True,5,50.0,50.0,,proporcion,2d,1.0,0.4,0.0,,0.6,True,True,,0.0,"[163, 198, 225, 109, 75]","[0, 0, 1, 1, 1]","[1.9740618812449364, 2.2800927854845927, 2.31149807104943, 2.580049342831605, 2.658200130625868]","[225, 109, 75, 55, 207]","[2.31149807104943, 2.580049342831605, 2.658200130625868, 2.937393502857637, 3.812440074071696]",3,2.31149807104943,5,0.7995480970097883,163.0,2025-09-30T15:28:47.272483
heart,152,2,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.2,,0.2,False,True,,0.0,"[189, 111, 215, 235, 23]","[0, 1, 0, 0, 0]","[1.388484200946491, 1.6983222398541735, 2.1498911606926074, 2.416971573599866, 2.5643303492384337]","[111, 55, 105, 31, 75]","[1.6983222398541735, 2.802143645041917, 2.9737266079653293, 3.0471644198743584, 3.2126059515857275]",3,2.1498911606926074,0,,,2025-09-30T15:28:47.272483
heart,171,2,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.0,,0.4,True,True,,0.0,"[199, 35, 59, 36, 203]","[1, 0, 0, 1, 0]","[4.01713964126874, 4.019243926021308, 4.04828064382556, 4.206451213422103, 4.226245790105389]","[199, 36, 213, 111, 55]","[4.01713964126874, 4.206451213422103, 4.31004223606543, 4.67841932100235, 4.76109243361733]",3,4.04828064382556,8,0.471671760962744,199.0,2025-09-30T15:28:47.272483
heart,183,2,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.0,,0.4,True,True,,0.0,"[80, 130, 198, 163, 75]","[1, 0, 0, 0, 1]","[2.427643209370067, 3.319576662936672, 3.718730340053721, 3.7857242921249368, 3.956894573789298]","[80, 75, 146, 152, 91]","[2.427643209370067, 3.956894573789298, 4.1574842454146195, 4.2297250544182, 4.231164518308988]",3,3.718730340053721,9,0.44245411798488843,130.0,2025-09-30T15:28:47.273091
heart,196,2,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[150, 28, 198, 69, 124]","[0, 0, 0, 0, 0]","[2.43930661749283, 2.940352094785855, 3.203358978782862, 3.4996016423194267, 3.630838059667674]","[146, 80, 43, 91, 75]","[3.884599948650707, 4.077326309639139, 4.225455018850987, 4.487033167235674, 4.489919241157583]",3,3.203358978782862,0,,,2025-09-30T15:28:47.273091
heart,199,2,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.0,,0.4,True,True,,0.0,"[203, 142, 45, 105, 80]","[0, 0, 0, 1, 1]","[1.9625345375937626, 2.506025215178581, 3.066314967967698, 3.3430868677306416, 3.362956389168467]","[105, 80, 109, 55, 171]","[3.3430868677306416, 3.362956389168467, 3.884533993293219, 3.910598864306488, 4.01713964126874]",3,3.066314967967698,6,0.3807672342116082,203.0,2025-09-30T15:28:47.273091
heart,207,2,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.0,,0.4,True,True,,0.0,"[55, 155, 163, 43, 41]","[1, 0, 0, 1, 0]","[3.1909737707217696, 3.421831029317855, 3.496891773477361, 3.648202436558472, 3.6656721120762863]","[55, 43, 146, 31, 75]","[3.1909737707217696, 3.648202436558472, 3.812440074071696, 4.088060530919811, 4.209815868160264]",3,3.496891773477361,7,0.34442156209414604,155.0,2025-09-30T15:28:47.273091
heart,209,2,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[158, 103, 91, 65, 49]","[0, 0, 1, 0, 0]","[2.875241152241619, 2.9654729786295837, 3.058807469762146, 3.281695604204691, 3.3343088306886077]","[91, 77, 75, 109, 31]","[3.058807469762146, 3.640369912164497, 3.6780903904223985, 3.813356796730334, 4.113107692495685]",3,3.058807469762146,0,,,2025-09-30T15:28:47.273091
heart,213,2,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.0,,0.4,True,True,,0.0,"[96, 31, 223, 235, 111]","[0, 1, 0, 0, 1]","[2.102704718482244, 2.262683419702557, 2.615083964221947, 2.782325347749829, 2.8530773416420634]","[31, 111, 152, 60, 105]","[2.262683419702557, 2.8530773416420634, 3.253336344836604, 3.58123992660659, 3.7563622614867986]",3,2.615083964221947,7,0.47921825998469864,223.0,2025-09-30T15:28:47.273091
heart,225,2,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.2,,0.4,True,True,,0.0,"[109, 146, 163, 151, 33]","[1, 1, 0, 0, 0]","[1.7801129629479475, 2.31149807104943, 2.4904697915759444, 2.6669038096347952, 2.711565927877977]","[109, 146, 75, 55, 105]","[1.7801129629479475, 2.31149807104943, 2.739016613367162, 2.838102766482782, 3.3370714472455885]",3,2.4904697915759444,8,0.4422299064876035,163.0,2025-09-30T15:28:47.273091
heart,229,2,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[192, 92, 54, 187, 78]","[0, 0, 0, 0, 0]","[1.8614796199871935, 2.078585569938544, 2.2129545955879037, 2.3332782977726954, 2.629206576380529]","[21, 109, 225, 105, 91]","[3.685451595408945, 3.787639088721252, 3.9091846586673875, 4.058554420548805, 4.5539045834021135]",3,2.2129545955879037,0,,,2025-09-30T15:28:47.273091
heart,9,3,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[50, 163, 183, 80, 114]","[0, 0, 0, 0, 0]","[2.898224911402776, 3.7566368366159466, 3.9877311661483676, 4.033679772189459, 4.135958717185737]","[226, 142, 130, 48, 211]","[4.732719510542132, 4.751223008293354, 4.778288007639532, 4.789908267552951, 4.876530097859027]",3,3.9877311661483676,0,,,2025-09-30T15:28:47.286600
heart,24,3,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[142, 199, 50, 55, 203]","[1, 0, 0, 0, 0]","[2.9891824222870804, 3.5225389167271675, 3.567519737235186, 3.801214922363059, 3.886424711914327]","[142, 159, 130, 101, 96]","[2.9891824222870804, 4.2558882261743385, 4.301766356914147, 4.496376122677342, 4.53514328218093]",3,3.567519737235186,0,,,2025-09-30T15:28:47.286600
heart,47,3,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[31, 152, 55, 169, 111]","[0, 0, 0, 0, 0]","[2.4009979517068243, 2.9100935244988073, 2.927180273450622, 3.0834679602053767, 3.2041700490664313]","[189, 96, 195, 127, 159]","[3.208293846468718, 3.5924668157253654, 3.61588890494665, 4.144380955167456, 4.3313699678635835]",3,2.927180273450622,0,,,2025-09-30T15:28:47.286600
heart,48,3,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[199, 45, 59, 68, 123]","[0, 0, 0, 1, 0]","[3.4784551045581242, 3.5683575210711274, 3.889313331310599, 3.974623069895956, 4.083482286243236]","[68, 195, 106, 226, 210]","[3.974623069895956, 4.312675869040691, 4.38688237247306, 4.553771117281054, 4.553795371183863]",3,3.889313331310599,0,,,2025-09-30T15:28:47.286600
heart,52,3,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.0,,0.4,True,True,,0.0,"[131, 136, 227, 72, 101]","[0, 1, 0, 0, 1]","[2.8033465858437383, 2.933991616037821, 2.940050733940415, 2.9633826108956156, 3.0064393987786104]","[136, 101, 189, 226, 208]","[2.933991616037821, 3.0064393987786104, 3.8071836738839293, 4.002046558418021, 4.045935331281303]",3,2.940050733940415,12,0.4361410903109534,227.0,2025-09-30T15:28:47.286600
heart,57,3,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[206, 13, 98, 197, 181]","[0, 0, 0, 0, 0]","[2.526237133420102, 2.636487964802822, 2.905337489309696, 3.1664416596096303, 3.2534732303924923]","[142, 24, 130, 151, 71]","[4.53003773261286, 4.738991300882829, 4.799970651937467, 5.135513134843221, 5.458355768575828]",3,2.905337489309696,0,,,2025-09-30T15:28:47.286600
heart,68,3,True,5,50.0,50.0,,proporcion,2d,1.0,0.4,0.0,,0.6,True,True,,0.0,"[48, 183, 130, 45, 210]","[1, 0, 1, 0, 1]","[3.974623069895956, 4.318127525654347, 4.335217750168724, 4.341737545411843, 4.401533580516539]","[48, 130, 210, 151, 142]","[3.974623069895956, 4.335217750168724, 4.401533580516539, 4.685827192478747, 4.899575069169724]",3,4.335217750168724,8,0.6822074026636462,183.0,2025-09-30T15:28:47.286600
heart,71,3,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[66, 146, 225, 33, 109]","[0, 0, 0, 0, 0]","[2.352150066205695, 2.8698283516577483, 2.9481112922789374, 3.019095067048944, 3.0288389094589245]","[173, 151, 166, 189, 47]","[3.06621814156955, 3.2460395841515486, 4.010551568296807, 4.426170713937841, 4.687797758694428]",3,2.9481112922789374,0,,,2025-09-30T15:28:47.286600
heart,95,3,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[63, 223, 91, 153, 115]","[0, 0, 0, 0, 0]","[2.225340210924338, 2.286473257116681, 2.3839721121602824, 2.5659967114390843, 2.5769069067523906]","[166, 173, 189, 208, 168]","[2.81680818718581, 3.3085513476342663, 3.325069735489807, 3.387395105249174, 3.4031945425725803]",3,2.3839721121602824,0,,,2025-09-30T15:28:47.286600
heart,96,3,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[31, 111, 235, 213, 49]","[0, 0, 0, 0, 0]","[1.8784986238951897, 2.080810323399767, 2.0856806702672332, 2.102704718482244, 2.48533053959206]","[189, 195, 159, 106, 47]","[2.886500275656552, 3.4410945021797317, 3.5156803340511154, 3.5318915782462494, 3.5924668157253654]",3,2.0856806702672332,0,,,2025-09-30T15:28:47.286600
heart,101,3,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.0,,0.4,True,True,,0.0,"[72, 21, 136, 105, 52]","[0, 0, 1, 0, 1]","[2.5828793746042997, 2.7583295902202716, 2.8080098357954784, 2.9094966731324914, 3.0064393987786104]","[136, 52, 96, 189, 159]","[2.8080098357954784, 3.0064393987786104, 3.9657273414376997, 3.981767777918798, 4.301939361109295]",3,2.8080098357954784,12,0.34843198765548516,136.0,2025-09-30T15:28:47.286600
heart,106,3,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[32, 220, 226, 227, 23]","[0, 0, 1, 0, 0]","[1.3040366740716218, 2.3069146837914705, 2.4039366707806926, 2.7512173952363264, 2.993783388219799]","[226, 96, 208, 195, 136]","[2.4039366707806926, 3.5318915782462494, 3.706862835245458, 3.7728758501486475, 3.915217632221532]",3,2.4039366707806926,0,,,2025-09-30T15:28:47.286600
heart,127,3,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.0,,0.4,True,True,,0.0,"[20, 152, 60, 189, 195]","[0, 0, 0, 1, 1]","[3.246031658535748, 3.2737859286979885, 3.425994402401525, 3.60990338921652, 3.905700697707308]","[189, 195, 47, 208, 52]","[3.60990338921652, 3.905700697707308, 4.144380955167456, 4.18993661506703, 4.582525268341602]",3,3.425994402401525,11,0.43926085456795766,152.0,2025-09-30T15:28:47.286600
heart,130,3,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[222, 80, 183, 205, 198]","[0, 0, 0, 0, 0]","[2.845766214812108, 2.881983513957295, 3.319576662936672, 3.564469691232328, 3.648852195398941]","[173, 142, 24, 68, 166]","[3.8253084045888865, 4.010312451270559, 4.301766356914147, 4.335217750168724, 4.619652807697163]",3,3.319576662936672,0,,,2025-09-30T15:28:47.286600
heart,136,3,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[72, 21, 131, 101, 105]","[0, 0, 0, 1, 0]","[1.8153985654840483, 2.3497592781816428, 2.7279538420383886, 2.8080098357954784, 2.87200615344918]","[101, 52, 226, 168, 208]","[2.8080098357954784, 2.933991616037821, 3.2420131297831105, 3.375731722850769, 3.52256149791553]",3,2.7279538420383886,0,,,2025-09-30T15:28:47.286600
heart,142,3,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[199, 24, 203, 222, 197]","[0, 1, 0, 0, 0]","[2.506025215178581, 2.9891824222870804, 3.1698952973338312, 3.4198861878109286, 3.519411961393792]","[24, 159, 130, 106, 226]","[2.9891824222870804, 3.669837461039246, 4.010312451270559, 4.309333960162244, 4.3342780256905264]",3,3.1698952973338312,0,,,2025-09-30T15:28:47.286600
heart,151,3,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[225, 114, 163, 109, 75]","[0, 0, 0, 0, 0]","[2.6669038096347952, 2.6948824467317416, 2.712245072228114, 2.889781215374903, 2.9124680247517674]","[71, 166, 173, 182, 159]","[3.2460395841515486, 4.067062774814275, 4.114381427143276, 4.152950220000064, 4.40003036682773]",3,2.712245072228114,0,,,2025-09-30T15:28:47.286600
heart,159,3,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[31, 155, 55, 225, 96]","[0, 0, 0, 0, 1]","[2.99993884217712, 3.1563943482930754, 3.1664402618035354, 3.2588761552097125, 3.5156803340511154]","[96, 142, 226, 166, 24]","[3.5156803340511154, 3.669837461039246, 4.050814148483927, 4.1541945169316135, 4.2558882261743385]",3,3.1664402618035354,0,,,2025-09-30T15:28:47.286600
heart,166,3,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[148, 78, 109, 66, 225]","[0, 0, 0, 0, 0]","[1.5363383284181094, 1.9865863774498127, 2.333128365773384, 2.751504762945185, 2.7670591092180996]","[95, 226, 173, 208, 96]","[2.81680818718581, 3.326922676946951, 3.6125223256656604, 3.921888438584197, 3.9274519696092143]",3,2.333128365773384,0,,,2025-09-30T15:28:47.286600
heart,168,3,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.2,,0.4,True,True,,0.0,"[208, 223, 131, 226, 227]","[1, 0, 0, 1, 0]","[0.8476336159182293, 2.3752241898972533, 2.519855448605651, 2.5441771459414464, 2.806611316673834]","[208, 226, 189, 211, 136]","[0.8476336159182293, 2.5441771459414464, 3.2038421568854347, 3.310674591644996, 3.375731722850769]",3,2.519855448605651,5,0.4971300908221201,223.0,2025-09-30T15:28:47.286600
heart,173,3,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[153, 63, 212, 228, 198]","[0, 0, 0, 0, 0]","[2.4362566994114245, 2.663044476989816, 2.6890507397087897, 2.761697903854255, 2.770381337210228]","[71, 95, 166, 130, 189]","[3.06621814156955, 3.3085513476342663, 3.6125223256656604, 3.8253084045888865, 3.8857651648435003]",3,2.6890507397087897,0,,,2025-09-30T15:28:47.286600
heart,182,3,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[151, 163, 178, 75, 146]","[1, 0, 0, 0, 0]","[4.152950220000064, 4.853827836709328, 4.9006766206593415, 5.099056064064092, 5.115749639646709]","[151, 127, 210, 47, 71]","[4.152950220000064, 5.366535418759956, 5.370505659786344, 5.401525388220829, 5.426800384847092]",3,4.9006766206593415,0,,,2025-09-30T15:28:47.286600
heart,189,3,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[152, 88, 111, 169, 227]","[0, 0, 0, 0, 0]","[1.388484200946491, 1.8160872738581149, 2.0275233875305343, 2.1584180165039384, 2.401057677411669]","[211, 96, 208, 168, 47]","[2.7983030283561448, 2.886500275656552, 2.924849360352814, 3.2038421568854347, 3.208293846468718]",3,2.0275233875305343,0,,,2025-09-30T15:28:47.286600
heart,195,3,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[89, 235, 152, 20, 169]","[0, 0, 0, 0, 0]","[2.5674201792843956, 2.765782682754926, 3.007422863433707, 3.048736078026391, 3.0503468818916097]","[96, 189, 47, 106, 211]","[3.4410945021797317, 3.5888026315977175, 3.61588890494665, 3.7728758501486475, 3.902223302180416]",3,3.007422863433707,0,,,2025-09-30T15:28:47.286600
heart,208,3,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.2,,0.4,True,True,,0.0,"[168, 131, 226, 223, 227]","[1, 0, 1, 0, 0]","[0.8476336159182293, 2.121010272768761, 2.1414824782285105, 2.4063928180708745, 2.4306392795198897]","[168, 226, 189, 211, 95]","[0.8476336159182293, 2.1414824782285105, 2.924849360352814, 3.161005158957914, 3.387395105249174]",3,2.1414824782285105,5,0.4264611661187159,168.0,2025-09-30T15:28:47.286600
heart,210,3,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.0,,0.4,True,True,,0.0,"[68, 48, 123, 132, 50]","[1, 1, 0, 0, 0]","[4.401533580516539, 4.553795371183863, 4.589898211155126, 4.810596041800318, 4.85647067993003]","[68, 48, 151, 182, 195]","[4.401533580516539, 4.553795371183863, 5.125748877040081, 5.370505659786344, 5.558841948668287]",3,4.589898211155126,13,0.3690142496053366,68.0,2025-09-30T15:28:47.286600
heart,211,3,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[88, 131, 91, 189, 49]","[0, 0, 0, 1, 0]","[2.189198364700375, 2.4854282749793772, 2.4935909015862756, 2.7983030283561448, 2.829790202624134]","[189, 226, 208, 168, 136]","[2.7983030283561448, 2.9120901061414646, 3.161005158957914, 3.310674591644996, 3.598891618414165]",3,2.4935909015862756,0,,,2025-09-30T15:28:47.286600
heart,226,3,True,5,50.0,50.0,,proporcion,2d,1.0,0.6,0.0,,0.4,True,True,,0.0,"[32, 131, 208, 106, 227]","[0, 0, 1, 1, 0]","[2.006501315059481, 2.0741968993695794, 2.1414824782285105, 2.4039366707806926, 2.4536943499157053]","[208, 106, 168, 211, 136]","[2.1414824782285105, 2.4039366707806926, 2.5441771459414464, 2.9120901061414646, 3.2420131297831105]",3,2.1414824782285105,8,0.4344271094811757,208.0,2025-09-30T15:28:47.286600
heart,20,4,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[211, 195, 88, 127, 152]","[0, 0, 0, 0, 0]","[2.97871100163468, 3.048736078026391, 3.166064952655729, 3.246031658535748, 3.2642152138890195]","[93, 163, 66, 114, 178]","[3.7416260502746783, 4.169208776024678, 4.78453314326649, 5.432464380505484, 5.604039948943342]",3,3.166064952655729,0,,,2025-09-30T15:28:47.286600
heart,50,4,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[9, 24, 163, 146, 130]","[0, 0, 1, 0, 0]","[2.898224911402776, 3.567519737235186, 3.7965569485007418, 3.87569841396866, 3.9156801691311927]","[163, 114, 126, 66, 178]","[3.7965569485007418, 3.9822042066598864, 5.2276236933568985, 5.36732653009893, 5.440224827206741]",3,3.7965569485007418,0,,,2025-09-30T15:28:47.286600
heart,66,4,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[109, 71, 148, 75, 81]","[0, 0, 0, 0, 0]","[2.034377889908321, 2.352150066205695, 2.3875138781428307, 2.5285247640321646, 2.5480609708016897]","[163, 178, 93, 174, 114]","[2.9610516859718046, 4.034605351177614, 4.197553600871936, 4.577471214583541, 4.692748011700178]",3,2.3875138781428307,0,,,2025-09-30T15:28:47.286600
heart,93,4,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[131, 161, 215, 41, 52]","[0, 0, 0, 0, 0]","[2.3165871936705265, 2.983800627838693, 2.987081960514685, 3.0203329431336723, 3.0316320533720127]","[163, 20, 66, 114, 178]","[3.3348789319288255, 3.7416260502746783, 4.197553600871936, 5.010642331144479, 5.153482248709968]",3,2.987081960514685,0,,,2025-09-30T15:28:47.286600
heart,114,4,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[151, 163, 146, 209, 75]","[0, 1, 0, 0, 0]","[2.6948824467317416, 2.736132022025466, 3.027430190744396, 3.490466670415885, 3.5866561844235054]","[163, 50, 66, 126, 93]","[2.736132022025466, 3.9822042066598864, 4.692748011700178, 4.693887681119445, 5.010642331144479]",3,3.027430190744396,0,,,2025-09-30T15:28:47.286600
heart,126,4,False,5,50.0,50.0,,proporcion,2d,1.0,0.8,0.0,,0.2,False,True,,0.0,"[36, 151, 178, 225, 55]","[0, 0, 1, 0, 0]","[3.222626390029056, 3.309173811610248, 4.041848780893323, 4.151324408474802, 4.193045862698859]","[178, 114, 163, 50, 66]","[4.041848780893323, 4.693887681119445, 4.904451094287179, 5.2276236933568985, 5.34948934486213]",3,4.041848780893323,0,,,2025-09-30T15:28:47.286600
heart,163,4,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[75, 109, 146, 225, 41]","[0, 0, 0, 0, 0]","[1.7058219016927325, 1.8660181937869142, 1.9740618812449364, 2.4904697915759444, 2.70216630751413]","[114, 66, 93, 50, 178]","[2.736132022025466, 2.9610516859718046, 3.3348789319288255, 3.7965569485007418, 4.100768725804388]",3,1.9740618812449364,0,,,2025-09-30T15:28:47.286600
heart,174,4,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[119, 73, 81, 60, 223]","[0, 0, 0, 0, 0]","[2.9338098253462466, 3.994170510397027, 4.0660993045664755, 4.236868030290439, 4.352101549112993]","[66, 93, 20, 178, 163]","[4.577471214583541, 5.870892997165069, 5.943161182075748, 6.3125588479488695, 6.378186028856704]",3,4.0660993045664755,0,,,2025-09-30T15:28:47.286600
heart,178,4,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[47, 198, 75, 146, 111]","[0, 0, 0, 0, 0]","[3.4639277158446733, 3.7228544648648616, 3.7672799213507924, 3.801972118067777, 3.8261056041705137]","[66, 126, 163, 114, 93]","[4.034605351177614, 4.041848780893323, 4.100768725804388, 5.121276629677237, 5.153482248709968]",3,3.7672799213507924,0,,,2025-09-30T15:28:47.286600
heart,216,4,False,5,50.0,50.0,,proporcion,2d,1.0,1.0,0.0,,0.0,False,True,,0.0,"[101, 21, 33, 207, 76]","[0, 0, 0, 0, 0]","[3.192680303442455, 3.381765290193206, 3.4680540680141516, 3.8840604344570013, 4.160934979483862]","[163, 114, 66, 93, 50]","[4.675910924331923, 5.216663258449033, 5.356807342489419, 5.485584384360707, 5.751816892985496]",3,3.4680540680141516,0,,,2025-09-30T15:28:47.286600
