dataset,idx_global,is_filtrada,k,percentil_dist,percentil_densidad,percentil_entropia,criterio_pureza,modo_espacial,radio_densidad,riesgo,densidad,entropia,proporcion_min,pasa_pureza,pasa_densidad,umbral_entropia,umbral_densidad,vecinos_all,dist_all,vecinos_min,dist_min,vecinos_validos_por_percentil,thr_dist_percentil,synthetics_from_this_seed,last_delta,last_neighbor_z,timestamp,clase_objetivo
shuttle,5769,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[36557, 20022, 3802, 22453, 21470]",,"[36557, 20022, 3802, 22453, 21470]",,4,0.02757406171802174,0,,,2025-09-29T00:37:18.674823,4
shuttle,5770,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[20708, 32334, 41113, 18584, 36619]",,"[20708, 32334, 41113, 18584, 36619]",,4,0.02631637430257177,0,,,2025-09-29T00:37:18.674823,4
shuttle,5771,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[31859, 23933, 32000, 10282, 8032]",,"[31859, 23933, 32000, 10282, 8032]",,4,0.01838270781201449,0,,,2025-09-29T00:37:18.674823,4
shuttle,5774,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[27081, 4864, 37061, 28946, 17495]",,"[27081, 4864, 37061, 28946, 17495]",,4,0.04595676953003623,0,,,2025-09-29T00:37:18.674823,4
shuttle,5787,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[26179, 44545, 2846, 9299, 4654]",,"[26179, 44545, 2846, 9299, 4654]",,5,0.040922034734925575,0,,,2025-09-29T00:37:18.674823,4
shuttle,5791,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[20936, 42817, 38552, 31222, 42546]",,"[20936, 42817, 38552, 31222, 42546]",,4,0.02725183565782031,0,,,2025-09-29T00:37:18.674823,4
shuttle,5796,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[12465, 33687, 14057, 16049, 8014]",,"[12465, 33687, 14057, 16049, 8014]",,4,0.03058437990009854,0,,,2025-09-29T00:37:18.674823,4
shuttle,5810,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[20857, 4545, 37118, 10019, 21126]",,"[20857, 4545, 37118, 10019, 21126]",,4,0.09879487150763949,0,,,2025-09-29T00:37:18.674823,4
shuttle,5815,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[11920, 19819, 17563, 42856, 35174]",,"[11920, 19819, 17563, 42856, 35174]",,4,0.018382707812014495,0,,,2025-09-29T00:37:18.674823,4
shuttle,5833,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[34436, 38047, 41067, 26619, 42304]",,"[34436, 38047, 41067, 26619, 42304]",,4,0.06433947734205073,0,,,2025-09-29T00:37:18.674823,4
shuttle,5835,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[13992, 38908, 1706, 15262, 41603]",,"[13992, 38908, 1706, 15262, 41603]",,4,0.02888286072775366,0,,,2025-09-29T00:37:18.674823,4
shuttle,5845,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[13938, 22015, 37028, 36063, 14918]",,"[13938, 22015, 37028, 36063, 14918]",,4,0.032169738671025364,0,,,2025-09-29T00:37:18.674823,4
shuttle,5859,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[9008, 40117, 34661, 35778, 39731]",,"[9008, 40117, 34661, 35778, 39731]",,4,0.027764345910712692,0,,,2025-09-29T00:37:18.674823,4
shuttle,5874,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[41883, 3071, 15722, 27595, 3282]",,"[41883, 3071, 15722, 27595, 3282]",,4,0.013787030859010872,0,,,2025-09-29T00:37:18.674823,4
shuttle,5880,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[37049, 43476, 3066, 10770, 44666]",,"[37049, 43476, 3066, 10770, 44666]",,4,0.06988915262360663,0,,,2025-09-29T00:37:18.674823,4
shuttle,5883,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[44174, 36257, 20909, 27802, 30966]",,"[44174, 36257, 20909, 27802, 30966]",,4,0.02757406171802174,0,,,2025-09-29T00:37:18.674823,4
shuttle,5886,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[7135, 44298, 30940, 21679, 35563]",,"[7135, 44298, 30940, 21679, 35563]",,4,0.11311522095973695,0,,,2025-09-29T00:37:18.674823,4
shuttle,5891,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[1688, 30267, 5746, 28719, 42229]",,"[1688, 30267, 5746, 28719, 42229]",,4,0.08821870550457045,0,,,2025-09-29T00:37:18.674823,4
shuttle,5892,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[16875, 16433, 26206, 4239, 16693]",,"[16875, 16433, 26206, 4239, 16693]",,4,0.018382707812014495,0,,,2025-09-29T00:37:18.674823,4
shuttle,5896,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[17344, 22315, 37872, 34265, 10462]",,"[17344, 22315, 37872, 34265, 10462]",,4,0.026316374302571766,0,,,2025-09-29T00:37:18.674823,4
shuttle,5900,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[2172, 16245, 43779, 7371, 1406]",,"[2172, 16245, 43779, 7371, 1406]",,4,0.013787030859010868,0,,,2025-09-29T00:37:18.674823,4
shuttle,5901,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[44244, 24535, 46285, 501, 5957]",,"[44244, 24535, 46285, 501, 5957]",,4,0.022978384765018116,0,,,2025-09-29T00:37:18.674823,4
shuttle,5906,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[14296, 20067, 4057, 40049, 30938]",,"[14296, 20067, 40049, 4057, 30938]",,4,0.009191353906007248,0,,,2025-09-29T00:37:18.674823,4
shuttle,5914,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[21529, 10365, 42990, 34912, 43024]",,"[21529, 10365, 42990, 34912, 43024]",,4,0.09196949436582723,0,,,2025-09-29T00:37:18.674823,4
shuttle,5928,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[9174, 2350, 45891, 40115, 27580]",,"[9174, 2350, 45891, 40115, 27580]",,4,0.026063418938269405,0,,,2025-09-29T00:37:18.674823,4
shuttle,5945,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[14562, 43860, 14147, 41552, 18487]",,"[14562, 43860, 14147, 41552, 18487]",,4,0.04595676953003623,0,,,2025-09-29T00:37:18.674823,4
shuttle,5949,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[30803, 21497, 40197, 43678, 20254]",,"[30803, 21497, 40197, 43678, 20254]",,4,0.14629570115360616,0,,,2025-09-29T00:37:18.674823,4
shuttle,5957,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[19643, 32644, 44244, 26102, 5901]",,"[19643, 32644, 44244, 26102, 5901]",,4,0.018382707812014495,0,,,2025-09-29T00:37:18.674823,4
shuttle,5963,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[38941, 19345, 38325, 16894, 20881]",,"[38941, 19345, 38325, 16894, 20881]",,4,0.027764345910712706,0,,,2025-09-29T00:37:18.674823,4
shuttle,5965,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[38032, 26324, 38220, 39101, 33319]",,"[38032, 26324, 38220, 33319, 39101]",,5,0.018382707812014495,0,,,2025-09-29T00:37:18.674823,4
shuttle,5970,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[40835, 6400, 31954, 38199, 35578]",,"[40835, 6400, 31954, 38199, 35578]",,4,0.06067935524653055,0,,,2025-09-29T00:37:18.674823,4
shuttle,5974,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[26564, 369, 19507, 24276, 2202]",,"[369, 26564, 19507, 2202, 24276]",,5,0.05624499994485914,0,,,2025-09-29T00:37:18.674823,4
shuttle,5977,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[15175, 22531, 45910, 7876, 42274]",,"[15175, 22531, 45910, 7876, 42274]",,4,0.032169738671025364,0,,,2025-09-29T00:37:18.674823,4
shuttle,5981,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[9527, 13474, 4756, 34325, 20438]",,"[9527, 13474, 4756, 34325, 20438]",,4,0.028882860727753666,0,,,2025-09-29T00:37:18.674823,4
shuttle,5982,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[38931, 14244, 26979, 10104, 24257]",,"[38931, 14244, 26979, 10104, 24257]",,4,0.032979730194397275,0,,,2025-09-29T00:37:18.674823,4
shuttle,5984,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[21102, 3881, 10394, 37440, 8880]",,"[21102, 3881, 10394, 8880, 37440]",,5,0.09352436564760645,0,,,2025-09-29T00:37:18.674823,4
shuttle,5985,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[7193, 37849, 27332, 11215, 26640]",,"[7193, 37849, 27332, 11215, 26640]",,4,0.012827524703692562,0,,,2025-09-29T00:37:18.674823,4
shuttle,5987,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[4712, 43303, 6312, 99, 2922]",,"[4712, 43303, 6312, 99, 2922]",,4,0.029124968326209213,0,,,2025-09-29T00:37:18.674823,4
shuttle,5993,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[41418, 33438, 23765, 35733, 25948]",,"[41418, 33438, 23765, 35733, 25948]",,4,0.03297973019439727,0,,,2025-09-29T00:37:18.674823,4
shuttle,5995,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[34274, 13397, 19296, 31718, 13557]",,"[34274, 13397, 19296, 13557, 31718]",,5,0.1366864079026007,0,,,2025-09-29T00:37:18.674823,4
shuttle,5996,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[1068, 32841, 8380, 4507, 12327]",,"[1068, 32841, 8380, 4507, 12327]",,4,0.013787030859010872,0,,,2025-09-29T00:37:18.674823,4
shuttle,6002,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[9723, 20246, 20165, 39017, 16918]",,"[9723, 20246, 20165, 39017, 16918]",,4,0.015780569592043176,0,,,2025-09-29T00:37:18.674823,4
shuttle,6016,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[8106, 41593, 20309, 34686, 14030]",,"[8106, 41593, 20309, 34686, 14030]",,4,0.013787030859010872,0,,,2025-09-29T00:37:18.674823,4
shuttle,6025,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[23562, 29227, 11333, 34419, 9486]",,"[23562, 29227, 11333, 34419, 9486]",,4,0.06893515429505434,0,,,2025-09-29T00:37:18.674823,4
shuttle,6029,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[1685, 31587, 26523, 11943, 16765]",,"[1685, 31587, 26523, 11943, 16765]",,4,0.030656498121942412,0,,,2025-09-29T00:37:18.674823,4
shuttle,6046,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[9908, 46210, 43990, 3229, 17704]",,"[9908, 46210, 43990, 3229, 17704]",,4,0.022978384765018123,0,,,2025-09-29T00:37:18.674823,4
shuttle,6047,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[178, 9871, 39138, 7950, 6839]",,"[178, 9871, 39138, 7950, 6839]",,4,0.07175323572326295,0,,,2025-09-29T00:37:18.674823,4
shuttle,6052,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[31796, 28971, 13525, 13016, 11838]",,"[31796, 28971, 13525, 13016, 11838]",,4,0.018382707812014492,0,,,2025-09-29T00:37:18.674823,4
shuttle,6067,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[8759, 23257, 36881, 27534, 27224]",,"[8759, 23257, 36881, 27534, 27224]",,4,0.03297973019439729,0,,,2025-09-29T00:37:18.674823,4
shuttle,6070,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[7933, 43132, 8022, 17169, 5322]",,"[7933, 43132, 8022, 17169, 5322]",,4,0.03463289586774268,0,,,2025-09-29T00:37:18.674823,4
shuttle,6074,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[11048, 29149, 22731, 20256, 9746]",,"[11048, 29149, 22731, 20256, 9746]",,4,0.013787030859010872,0,,,2025-09-29T00:37:18.674823,4
shuttle,6082,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[5373, 33594, 3659, 441, 26910]",,"[5373, 33594, 3659, 441, 26910]",,4,0.11029624687208696,0,,,2025-09-29T00:37:18.674823,4
shuttle,6084,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[10799, 39692, 23875, 45777, 43228]",,"[10799, 23875, 39692, 45777, 43228]",,4,0.03323200666713493,0,,,2025-09-29T00:37:18.674823,4
shuttle,6087,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[19095, 50, 11870, 27745, 27390]",,"[50, 19095, 11870, 27745, 27390]",,4,0.013787030859010868,0,,,2025-09-29T00:37:18.674823,4
shuttle,6094,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[25409, 7855, 43368, 23486, 2530]",,"[25409, 7855, 43368, 2530, 23486]",,5,0.030237130274170916,0,,,2025-09-29T00:37:18.674823,4
shuttle,6104,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[17882, 5456, 13636, 41904, 30200]",,"[17882, 5456, 13636, 41904, 30200]",,4,0.013787030859010868,0,,,2025-09-29T00:37:18.674823,4
shuttle,6118,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[3874, 24704, 27399, 33598, 20192]",,"[3874, 24704, 27399, 33598, 20192]",,4,0.013787030859010868,0,,,2025-09-29T00:37:18.674823,4
shuttle,6119,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[46363, 5098, 40564, 26804, 8573]",,"[46363, 5098, 40564, 26804, 8573]",,4,0.027574061718021743,0,,,2025-09-29T00:37:18.674823,4
shuttle,6132,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[189, 15903, 20187, 26670, 22818]",,"[189, 15903, 20187, 26670, 22818]",,4,0.07627000010705487,0,,,2025-09-29T00:37:18.674823,4
shuttle,6134,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[39711, 41944, 24196, 45361, 2314]",,"[39711, 41944, 24196, 45361, 2314]",,4,0.013787030859010872,0,,,2025-09-29T00:37:18.674823,4
shuttle,6138,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[20140, 23979, 45232, 30893, 20567]",,"[20140, 23979, 45232, 30893, 20567]",,4,0.03676541562402899,0,,,2025-09-29T00:37:18.674823,4
shuttle,6143,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[25133, 2925, 44105, 36679, 42485]",,"[25133, 2925, 44105, 36679, 42485]",,4,0.07627000010705487,0,,,2025-09-29T00:37:18.674823,4
shuttle,6148,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[14810, 19179, 31354, 31231, 7807]",,"[19179, 14810, 31354, 31231, 7807]",,4,0.018382707812014495,0,,,2025-09-29T00:37:18.674823,4
shuttle,6153,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[41345, 33509, 11869, 34002, 21808]",,"[41345, 33509, 11869, 34002, 21808]",,4,0.03885958745049428,0,,,2025-09-29T00:37:18.674823,4
shuttle,6157,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[33897, 7790, 39827, 33505, 31936]",,"[33897, 7790, 39827, 33505, 31936]",,4,0.009191353906007251,0,,,2025-09-29T00:37:18.674823,4
shuttle,6158,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[17460, 18855, 13608, 37969, 5883]",,"[17460, 18855, 13608, 37969, 5883]",,4,0.07353083124805798,0,,,2025-09-29T00:37:18.674823,4
shuttle,6166,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[9746, 20256, 9394, 9446, 11871]",,"[9746, 20256, 9394, 9446, 11871]",,4,0.012827524703692562,0,,,2025-09-29T00:37:18.674823,4
shuttle,6172,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[13298, 44585, 11962, 13203, 21042]",,"[13298, 44585, 11962, 13203, 21042]",,5,0.018382707812014492,0,,,2025-09-29T00:37:18.674823,4
shuttle,6177,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[37260, 42847, 26699, 3217, 28562]",,"[37260, 26699, 42847, 3217, 28562]",,4,0.01838270781201449,0,,,2025-09-29T00:37:18.674823,4
shuttle,6178,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[46137, 33499, 33862, 39800, 15244]",,"[46137, 33499, 33862, 39800, 15244]",,4,0.0860571291342875,0,,,2025-09-29T00:37:18.674823,4
shuttle,6190,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[7041, 45226, 31535, 36014, 41668]",,"[7041, 45226, 31535, 36014, 41668]",,4,0.10406571293570246,0,,,2025-09-29T00:37:18.674823,4
shuttle,6191,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[3152, 23595, 12229, 42553, 26176]",,"[3152, 12229, 23595, 42553, 26176]",,4,0.028882860727753656,0,,,2025-09-29T00:37:18.674823,4
shuttle,6199,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[45555, 39412, 29970, 6423, 19892]",,"[45555, 39412, 29970, 6423, 19892]",,4,0.037977496147408134,0,,,2025-09-29T00:37:18.674823,4
shuttle,6208,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[32415, 27833, 8498, 42391, 34827]",,"[32415, 27833, 8498, 42391, 34827]",,4,0.05476271202901991,0,,,2025-09-29T00:37:18.674823,4
shuttle,6229,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[20137, 19812, 2283, 17790, 19041]",,"[20137, 19812, 2283, 19041, 17790]",,5,0.14012519453418937,0,,,2025-09-29T00:37:18.674823,4
shuttle,6239,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[6278, 42034, 16840, 413, 45077]",,"[6278, 42034, 16840, 413, 45077]",,4,0.06571955829218305,0,,,2025-09-29T00:37:18.674823,4
shuttle,6252,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[16144, 45169, 15586, 25655, 14988]",,"[16144, 45169, 15586, 25655, 14988]",,4,0.06893515429505435,0,,,2025-09-29T00:37:18.674823,4
shuttle,6260,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[13759, 27781, 39363, 25992, 881]",,"[13759, 27781, 39363, 25992, 881]",,4,0.037977496147408134,0,,,2025-09-29T00:37:18.674823,4
shuttle,6265,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[41177, 6282, 30564, 10369, 30395]",,"[41177, 6282, 30564, 10369, 7939]",,4,0.027381356014509944,0,,,2025-09-29T00:37:18.674823,4
shuttle,6270,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[19083, 26475, 7028, 44531, 1176]",,"[19083, 26475, 7028, 44531, 1176]",,4,0.10306970297678388,0,,,2025-09-29T00:37:18.674823,4
shuttle,6278,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[6239, 42034, 16840, 413, 45231]",,"[6239, 42034, 16840, 413, 45231]",,4,0.05349545142187519,0,,,2025-09-29T00:37:18.674823,4
shuttle,6282,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[41177, 6265, 43972, 15063, 41116]",,"[41177, 6265, 43972, 15063, 41116]",,5,0.027381356014509944,0,,,2025-09-29T00:37:18.674823,4
shuttle,6293,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[17502, 27145, 30495, 7950, 17037]",,"[17502, 27145, 30495, 7950, 17037]",,4,0.018382707812014495,0,,,2025-09-29T00:37:18.674823,4
shuttle,6300,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[39886, 25514, 19145, 40597, 28475]",,"[39886, 25514, 19145, 40597, 28475]",,4,0.032169738671025364,0,,,2025-09-29T00:37:18.674823,4
shuttle,6301,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[15674, 2727, 44783, 28215, 15443]",,"[2727, 15674, 44783, 28215, 15443]",,4,0.013787030859010875,0,,,2025-09-29T00:37:18.674823,4
shuttle,6305,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[11794, 36913, 1171, 5613, 21132]",,"[11794, 36913, 1171, 5613, 21132]",,4,0.032169738671025364,0,,,2025-09-29T00:37:18.674823,4
shuttle,6312,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[8738, 5433, 43303, 5987, 99]",,"[8738, 5433, 43303, 5987, 99]",,4,0.027574061718021743,0,,,2025-09-29T00:37:18.674823,4
shuttle,6322,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[45519, 9666, 8049, 53, 11566]",,"[45519, 9666, 8049, 53, 11566]",,4,0.10486192321985713,0,,,2025-09-29T00:37:18.674823,4
shuttle,6336,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[12950, 38821, 34843, 31605, 3292]",,"[12950, 38821, 34843, 31605, 3292]",,4,0.015780569592043173,0,,,2025-09-29T00:37:18.674823,4
shuttle,6338,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[36099, 21946, 39369, 19487, 22424]",,"[36099, 21946, 39369, 19487, 22424]",,4,0.027764345910712692,0,,,2025-09-29T00:37:18.674823,4
shuttle,6341,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[12193, 33383, 21132, 19281, 11794]",,"[12193, 33383, 21132, 19281, 11794]",,4,0.13942941167398773,0,,,2025-09-29T00:37:18.674823,4
shuttle,6348,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[8131, 36950, 45652, 19352, 45254]",,"[8131, 36950, 45652, 19352, 45254]",,4,0.055148123436043486,0,,,2025-09-29T00:37:18.674823,4
shuttle,6353,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[32006, 39426, 36528, 29004, 39509]",,"[32006, 39426, 36528, 29004, 39509]",,4,0.05151549754236929,0,,,2025-09-29T00:37:18.674823,4
shuttle,6360,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[17416, 45640, 39416, 4941, 35522]",,"[17416, 45640, 39416, 4941, 35522]",,4,0.027574061718021736,0,,,2025-09-29T00:37:18.674823,4
shuttle,6371,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[40819, 37737, 27615, 45348, 10284]",,"[40819, 37737, 27615, 45348, 10284]",,4,0.04136109257703261,0,,,2025-09-29T00:37:18.674823,4
shuttle,6372,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[44151, 26284, 23486, 25409, 43368]",,"[44151, 26284, 23486, 25409, 43368]",,4,0.05131009881477025,0,,,2025-09-29T00:37:18.674823,4
shuttle,6379,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[23636, 29085, 6767, 22086, 37721]",,"[23636, 29085, 6767, 22086, 37721]",,4,0.04584140533623435,0,,,2025-09-29T00:37:18.674823,4
shuttle,6387,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[16701, 17823, 26915, 19908, 31533]",,"[16701, 17823, 26915, 19908, 31533]",,4,0.11036976103885365,0,,,2025-09-29T00:37:18.674823,4
shuttle,6389,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[22595, 44874, 5352, 13081, 43927]",,"[22595, 44874, 5352, 13081, 43927]",,4,0.059172831310484904,0,,,2025-09-29T00:37:18.674823,4
shuttle,6394,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[5369, 37157, 5128, 7716, 39242]",,"[37157, 5369, 5128, 7716, 39242]",,4,0.009191353906007248,0,,,2025-09-29T00:37:18.674823,4
shuttle,6400,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[40835, 5970, 24880, 16905, 19429]",,"[40835, 5970, 24880, 16905, 19429]",,4,0.0845869391165868,0,,,2025-09-29T00:37:18.674823,4
shuttle,6406,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[26542, 10979, 15888, 30268, 27906]",,"[26542, 10979, 15888, 30268, 27906]",,4,0.013787030859010872,0,,,2025-09-29T00:37:18.674823,4
shuttle,6414,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[33408, 29538, 10686, 40420, 4904]",,"[33408, 29538, 40420, 10686, 4904]",,4,0.009191353906007248,0,,,2025-09-29T00:37:18.674823,4
